name,file,status,bytes,glb_url
K 4002 D Hvid,K_4002_D_Hvid.glb,skip,13330404,
K 4003 D Hvid,K_4003_D_Hvid.glb,skip,15937536,
KS 4783 DD N Hvid,KS_4783_DD_N_Hvid.glb,skip,11500180,
KS 4783 DD N CleanSteel,KS_4783_DD_N_CleanSteel.glb,FAIL_download,0,https://media.miele.com/downloads/9f/cf/00_C7F13838016B1EEEBFD06187D5F59FCF.glb
KS 4783 DD N Blacksteel,KS_4783_DD_N_Blacksteel.glb,FAIL_download,0,https://media.miele.com/downloads/df/cf/00_C7F13838016B1EEEBFD056D38B19DFCF.glb
KS 4885 DD N CleanSteel,KS_4885_DD_N_CleanSteel.glb,FAIL_download,0,https://media.miele.com/downloads/1f/cf/00_C7F13838016B1EEEBFD074CC99191FCF.glb
KS 4887 DD CleanSteel,KS_4887_DD_CleanSteel.glb,skip,14772100,
FNS 4382 D N Hvid,FNS_4382_D_N_Hvid.glb,FAIL_download,0,https://media.miele.com/downloads/1f/cf/00_C7F13838016B1EEEBFCF02C175661FCF.glb
FNS 4382 D N Staallook,FNS_4382_D_N_Staallook.glb,FAIL_download,0,https://media.miele.com/downloads/9f/cf/00_C7F13838016B1EEEBFCEF94CB4E89FCF.glb
FNS 4782 D N Hvid,FNS_4782_D_N_Hvid.glb,FAIL_download,0,https://media.miele.com/downloads/df/cf/00_C7F13838016B1EEEBFCF278CDD02DFCF.glb
FNS 4782 D N CleanSteel,FNS_4782_D_N_CleanSteel.glb,FAIL_download,0,https://media.miele.com/downloads/9f/cf/00_C7F13838016B1EEEBFCF1F3099599FCF.glb
FNS 4782 D N Blacksteel,FNS_4782_D_N_Blacksteel.glb,FAIL_download,0,https://media.miele.com/downloads/9f/cf/00_C7F13838016B1EEEBFCF176332D19FCF.glb
FNS 4782 E N Blacksteel,FNS_4782_E_N_Blacksteel.glb,FAIL_download,0,https://media.miele.com/downloads/9f/cf/00_C7F13838016B1EEEBFCF176332D19FCF.glb
